Gross Commit Indicator,Financial Aid Intent,Scholarship,Direct Legacy? (parent),Ethnic Background,First Gen to College,Permanent Region,GPA,HS Class Size,Campus Visit Indicator?,Interview?,Academic Interest,Sex,Level of Financial Need,Reader Academic Rating,id
0,FAN,PRES,0,White,0,WA,4.0,35.0,1,0,Undecided,F,"Medium OxyS - $20,000 - $29,999",1,8460
1,FAY,CENT,0,Hispanic/Latino,0,CA,3.68,371.0,1,0,Chemistry,F,"Very High OxyS - $46,000 +",2,6439
0,FAY,,0,"Hispanic/Latino, White",1,CA,3.92,,0,0,Physics: 3-2 Engineering Program,M,"High OxyS - $30,000 to $45,999",3,956
0,FAN,,0,White,0,CA,3.44,,1,0,Urban and Environmental Policy,M,No OxyS - $0,3,3729
0,FAY,,0,"American Indian or Alaska Native, Black or African American",0,GA,3.4,,0,0,Diplomacy & World Affairs,M,"High OxyS - $30,000 to $45,999",3,9158
0,FAY,,0,Hispanic/Latino,1,CA,3.91,,0,0,Economics,F,"High OxyS - $30,000 to $45,999",3,1777
0,FAY,PRES,0,Asian,0,CA,4.0,653.0,0,0,Engineering Combined Degree Program,F,"High OxyS - $30,000 to $45,999",1,4236
0,FAY,PRES,0,White,0,CA,4.0,224.0,1,0,English,M,"Medium OxyS - $20,000 - $29,999",1,4822
0,FAN,NO,0,"American Indian or Alaska Native, Asian, Hispanic/Latino, White",0,CA,3.56,84.0,1,1,Politics,F,No OxyS - $0,3,1860
0,FAY,DIR,0,White,0,OR,4.0,362.0,0,0,Pre-health Professions,M,"Medium OxyS - $20,000 - $29,999",2,631
0,FAN,,0,White,0,WA,3.73,,1,0,Pre-health Professions,F,No OxyS - $0,4,3698
0,FAN,DIR,0,"Asian, White",0,MA,3.67,492.0,1,0,Chemistry,M,"Low OxyS - $1 to $19,999",2,5874
0,FAY,PRES,0,Asian,0,OK,4.0,501.0,0,0,Biology,M,"Medium OxyS - $20,000 - $29,999",1,5061
0,FAY,TRST,0,"Hispanic/Latino, White",1,CA,3.75,609.0,0,0,Neuroscience,F,"Very High OxyS - $46,000 +",1,3887
0,FAY,NO,0,"Asian, Hispanic/Latino",0,CA,3.83,68.0,1,1,Pre-health Professions,F,"Low OxyS - $1 to $19,999",4,2323
0,FAY,NO,0,Asian,0,CA,3.87,485.0,0,0,Psychology,F,No OxyS - $0,3,8821
0,FAN,NO,0,White,0,OR,3.79,76.0,0,0,Biology,M,No OxyS - $0,2,2123
0,FAN,TRST,0,White,0,CA,3.95,406.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",1,4856
0,FAN,MBS,0,Asian,0,CA,3.89,590.0,0,0,English,F,"Medium OxyS - $20,000 - $29,999",1,9499
0,FAY,PRES,0,Asian,0,CO,3.72,537.0,0,1,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",1,4151
0,FAY,MBS,0,Asian,0,CA,3.84,,0,0,Biochemistry,M,"Medium OxyS - $20,000 - $29,999",1,4947
0,FAY,,0,White,0,CA,3.96,,1,0,Biology,F,"Medium OxyS - $20,000 - $29,999",2,8019
1,FAN,,0,White,0,MN,3.22,,0,1,Psychology,M,No OxyS - $0,4,1976
0,FAY,NO,0,White,0,WA,3.95,252.0,1,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",4,5226
0,FAY,TRST,0,White,0,OR,3.96,58.0,1,0,Physics,M,"Low OxyS - $1 to $19,999",1,3005
0,FAN,NO,0,"Asian, White",0,Vlaams-Brabant,3.61,145.0,0,0,Theater,F,No OxyS - $0,3,6753
0,FAY,NO,0,White,0,CA,3.75,587.0,1,0,Theater,F,"Low OxyS - $1 to $19,999",3,1889
0,FAN,DIR,0,Asian,0,CA,3.74,544.0,1,1,Kinesiology,M,"Low OxyS - $1 to $19,999",2,4251
0,FAN,NO,0,White,0,MD,3.58,124.0,0,1,Diplomacy & World Affairs,M,No OxyS - $0,2,693
1,FAY,DIR,0,Hispanic/Latino,1,CA,3.85,237.0,1,0,Diplomacy & World Affairs,M,"Medium OxyS - $20,000 - $29,999",2,1408
0,FAY,LDRS,0,White,0,CA,4.0,467.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",2,2951
1,FAY,NO,0,White,0,CA,3.7,455.0,1,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",4,9500
0,FAN,NO,0,White,1,CA,3.85,478.0,1,0,Biology,F,No OxyS - $0,3,494
0,FAY,TRST,0,Asian,0,WA,3.97,480.0,0,0,Engineering Combined Degree Program,F,Unknown - In Progress,1,3872
0,FAN,LDRS,0,Asian,0,WA,3.96,69.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",1,9586
0,FAY,,0,Black or African American,1,CA,3.48,,1,0,Japanese Studies,F,"High OxyS - $30,000 to $45,999",4,5661
0,FAY,LDRS,0,"Asian, White",0,CA,4.0,330.0,1,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,8577
0,FAY,DIR,0,White,0,VA,3.5,,1,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",2,9225
0,FAY,DIR,0,Hispanic/Latino,1,CA,3.89,282.0,1,1,Chemistry,F,"Low OxyS - $1 to $19,999",2,7468
0,FAY,DIR,0,White,0,CA,3.74,,0,0,English,F,"Low OxyS - $1 to $19,999",2,3020
1,FAY,NO,0,White,0,CA,3.78,21.0,1,0,English,M,No OxyS - $0,3,8182
0,FAY,PRES,0,"American Indian or Alaska Native, White",0,TX,4.0,,0,0,Psychology,F,"Low OxyS - $1 to $19,999",1,5697
0,FAN,TRST,0,"Hispanic/Latino, White",0,CA,3.95,535.0,0,0,Economics,M,"Low OxyS - $1 to $19,999",1,2137
0,FAY,TRST,0,White,0,CA,4.0,355.0,1,0,Computer Science,M,"Low OxyS - $1 to $19,999",1,7715
0,FAY,PRES,0,White,0,MI,3.91,288.0,1,1,Critical Theory & Social Justice,F,"Low OxyS - $1 to $19,999",1,2686
0,FAY,,0,"Asian, Black or African American",0,CA,3.64,,0,0,Cognitive Science,F,"High OxyS - $30,000 to $45,999",2,3929
0,FAY,PRES,0,Asian,0,CA,3.98,,1,1,Biochemistry,M,"Low OxyS - $1 to $19,999",1,82
0,FAY,DIR,0,"Asian, Hispanic/Latino",0,CA,3.92,455.0,0,0,Biology,M,"Medium OxyS - $20,000 - $29,999",2,3646
1,FAY,,0,White,0,MN,3.89,,1,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",3,1652
0,FAY,PRES,0,Asian,0,CA,3.92,223.0,0,0,Critical Theory & Social Justice,M,"Low OxyS - $1 to $19,999",1,1159
1,FAY,NO,0,White,0,CA,3.79,100.0,1,0,Politics,M,"Low OxyS - $1 to $19,999",3,7151
0,FAY,DIR,0,Asian,1,WA,3.93,231.0,0,0,Economics,M,"Very High OxyS - $46,000 +",2,5935
0,FAY,,0,White,0,WA,3.76,,1,1,Critical Theory & Social Justice,M,No OxyS - $0,4,1290
0,FAY,LDRS,0,White,0,CA,3.95,,1,0,Cognitive Science,F,"Low OxyS - $1 to $19,999",2,5419
1,FAY,NO,0,Black or African American,0,ID,3.8,501.0,1,0,Psychology,F,"Very High OxyS - $46,000 +",3,2460
1,FAY,NO,0,Black or African American,0,NY,3.41,331.0,1,0,Geology,F,"Very High OxyS - $46,000 +",3,1920
0,FAY,DIR,0,Hispanic/Latino,1,IL,3.72,194.0,0,0,Psychology,F,"Very High OxyS - $46,000 +",2,3560
0,FAY,NO,0,White,1,CA,3.61,293.0,1,1,Group Language (Foreign Languages),F,No OxyS - $0,4,1109
0,FAY,DIR,0,White,0,CA,3.81,172.0,1,0,Pre-health Professions,M,"Medium OxyS - $20,000 - $29,999",2,7631
0,FAY,DIR,0,Asian,1,CA,3.65,496.0,1,0,Politics,F,"High OxyS - $30,000 to $45,999",2,4954
0,FAN,DEAN,0,Asian,0,CA,3.98,,1,0,Biochemistry,M,"Low OxyS - $1 to $19,999",1,9344
0,FAY,NO,0,White,0,OR,4.0,236.0,1,1,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,1830
0,FAN,NO,0,White,0,IL,3.68,84.0,0,0,Music,F,No OxyS - $0,2,481
0,FAN,PRES,0,White,0,MD,3.67,694.0,1,0,Economics,M,"Medium OxyS - $20,000 - $29,999",1,695
0,FAN,NO,0,White,0,UT,3.95,489.0,0,0,Mathematics,F,No OxyS - $0,3,162
1,FAN,NO,0,Asian,0,HI,3.89,419.0,0,0,Biology,F,No OxyS - $0,4,2281
0,FAY,NO,0,White,0,NJ,3.29,361.0,0,0,Undecided,F,"Low OxyS - $1 to $19,999",3,931
0,FAN,,0,,0,CA,3.63,,0,0,Urban and Environmental Policy,M,No OxyS - $0,2,5120
0,FAN,DEAN,0,White,0,WA,3.88,,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",1,5950
1,FAN,DIR,0,White,0,CO,3.95,489.0,1,1,Psychology,F,"Low OxyS - $1 to $19,999",1,7898
1,FAY,NO,0,"Hispanic/Latino, White",0,CA,3.89,616.0,1,0,Kinesiology,F,"Medium OxyS - $20,000 - $29,999",4,4119
0,FAY,TRST,0,,0,MT,4.0,298.0,1,0,Theater,F,"High OxyS - $30,000 to $45,999",1,566
1,FAY,NO,0,White,0,MD,3.47,159.0,1,0,Undecided,M,"High OxyS - $30,000 to $45,999",3,5493
1,FAY,TRST,0,White,0,WA,4.0,,1,0,History,F,"High OxyS - $30,000 to $45,999",1,4391
1,FAY,,0,,0,CA,3.46,,1,0,Pre-health Professions,M,"High OxyS - $30,000 to $45,999",3,8008
0,FAY,NO,0,Asian,1,HI,3.33,228.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",4,191
0,FAY,NO,0,Asian,0,MA,3.68,190.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",3,1718
0,FAY,NO,0,Asian,0,CA,3.77,706.0,0,0,Mathematics,M,"Low OxyS - $1 to $19,999",2,8384
0,FAY,DIR,0,White,0,CA,3.85,,0,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,4329
0,FAY,DIR,0,White,0,AZ,4.0,97.0,0,0,Physics,F,"High OxyS - $30,000 to $45,999",2,2807
1,FAY,LDRS,0,White,0,OR,3.91,306.0,1,0,Interdisciplinary Writing,M,"Low OxyS - $1 to $19,999",2,1000
0,FAY,,0,Asian,0,WA,3.98,,1,0,Pre-health Professions,F,No OxyS - $0,3,1529
0,FAY,NO,0,White,0,MA,3.68,291.0,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",3,2790
1,FAN,NO,0,Asian,0,ME,3.82,97.0,1,0,Physics,M,No OxyS - $0,2,2673
0,FAN,TRST,0,White,0,IL,3.95,708.0,1,0,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",1,1210
0,FAY,NO,0,"Native Hawaiian or Other Pacific Islander, White",0,CA,3.34,458.0,1,0,Politics,M,No OxyS - $0,3,2676
0,FAN,NO,0,White,0,CA,3.94,236.0,1,1,Diplomacy & World Affairs,F,No OxyS - $0,4,5561
0,FAY,NO,0,White,0,CA,3.68,750.0,1,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,7248
0,FAN,NO,0,White,0,CA,3.13,160.0,0,0,Computer Science,M,No OxyS - $0,3,4388
0,FAY,NO,0,White,0,CA,3.63,615.0,0,1,Pre-law Advising,F,No OxyS - $0,4,7259
0,FAY,PRES,0,White,0,MI,3.96,89.0,0,0,Politics,M,"Low OxyS - $1 to $19,999",1,3806
0,FAN,PRES,0,White,0,CA,3.85,317.0,1,0,English,F,"Medium OxyS - $20,000 - $29,999",1,8696
0,FAY,NO,1,Black or African American,0,CA,3.12,809.0,1,0,English,F,"Low OxyS - $1 to $19,999",5,6584
0,FAN,NO,0,White,0,CA,3.46,90.0,1,0,Art History,M,No OxyS - $0,3,3627
0,FAN,PRES,0,White,0,CA,3.93,84.0,1,1,Biology,F,"Medium OxyS - $20,000 - $29,999",1,7958
0,FAN,MBS,0,Asian,0,NM,3.96,163.0,0,1,Biology,F,"Medium OxyS - $20,000 - $29,999",1,5154
0,FAN,NO,0,White,0,WI,3.78,291.0,1,0,Diplomacy & World Affairs,F,No OxyS - $0,4,8358
1,FAN,NO,0,White,0,NY,3.43,73.0,0,0,Diplomacy & World Affairs,M,No OxyS - $0,3,5696
0,FAN,,0,White,0,NY,,,1,0,Group Language (Foreign Languages),M,No OxyS - $0,3,2682
0,FAY,DIR,0,"American Indian or Alaska Native, White",0,LA,3.77,35.0,1,1,Physics,F,"Low OxyS - $1 to $19,999",2,8201
0,FAN,NO,0,White,0,MN,3.91,370.0,0,0,Psychology,F,No OxyS - $0,3,689
0,FAY,,0,"Hispanic/Latino, White",0,CO,3.59,,0,0,History,M,"High OxyS - $30,000 to $45,999",2,6927
0,FAY,NO,0,White,0,NJ,3.82,255.0,0,0,Biology,F,Unknown - In Progress,3,5444
0,FAY,NO,0,Asian,0,CA,3.8,485.0,0,0,Psychology,F,"Low OxyS - $1 to $19,999",3,9433
0,FAY,DIR,0,White,0,CA,3.81,352.0,1,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,4355
0,FAN,DIR,0,White,0,MN,3.85,88.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",2,4723
0,FAY,DIR,0,White,0,CA,4.0,421.0,1,0,Philosophy,M,"Low OxyS - $1 to $19,999",2,7070
0,FAY,DIR,0,Asian,0,HI,3.94,419.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",2,3054
0,FAN,DIR,0,White,0,VT,3.97,318.0,1,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,538
0,FAY,DEAN,0,"Asian, Native Hawaiian or Other Pacific Islander, White",0,WA,4.0,,1,1,Chemistry,M,"Low OxyS - $1 to $19,999",1,1042
0,FAY,PRES,0,Asian,0,CA,4.0,,1,0,Biology,M,"Low OxyS - $1 to $19,999",1,1554
0,FAY,DIR,0,White,0,AZ,3.85,249.0,1,0,Art History,F,"Medium OxyS - $20,000 - $29,999",2,8651
0,FAN,NO,0,White,0,WA,3.5,173.0,1,1,Biochemistry,F,No OxyS - $0,4,7236
0,FAN,DIR,0,White,0,MD,3.6,436.0,1,0,Chinese Studies,F,"Medium OxyS - $20,000 - $29,999",2,2633
1,FAY,,0,Hispanic/Latino,0,Buenos Aires,3.67,,0,0,Psychology,F,"High OxyS - $30,000 to $45,999",3,183
0,FAN,,0,"Hispanic/Latino, White",0,MA,3.41,,0,0,Politics,M,"Low OxyS - $1 to $19,999",3,6662
0,FAY,PRES,0,"Hispanic/Latino, White",0,CA,4.0,,0,1,Pre-health Professions,M,"Medium OxyS - $20,000 - $29,999",1,7761
0,FAY,DIR,0,Asian,0,CA,3.86,743.0,0,0,Biology,M,"Medium OxyS - $20,000 - $29,999",2,5151
0,FAY,NO,0,Asian,0,CA,3.38,567.0,0,0,Biology,M,"Low OxyS - $1 to $19,999",2,1327
0,FAN,NO,1,"Hispanic/Latino, White",0,CA,4.0,79.0,1,0,Art History,F,No OxyS - $0,2,6355
0,FAN,DIR,0,White,0,CA,3.97,82.0,1,0,Chinese Studies,F,"Medium OxyS - $20,000 - $29,999",2,2637
0,FAY,NO,0,"Hispanic/Latino, White",0,WA,3.82,422.0,1,0,Pre-law Advising,M,No OxyS - $0,3,7980
1,FAY,,0,White,0,SC,3.15,,0,0,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",4,7541
0,FAN,TRST,0,Hispanic/Latino,0,TX,3.89,36.0,1,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",1,7201
0,FAN,PRES,0,White,0,CA,3.98,60.0,0,0,English,F,"Low OxyS - $1 to $19,999",1,7916
0,FAN,NO,0,White,0,TX,3.84,97.0,0,0,Computer Science,M,No OxyS - $0,2,4138
0,FAN,ACH,0,"Hispanic/Latino, White",0,FL,3.31,194.0,0,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",4,2454
0,FAY,PRES,0,White,0,CA,3.98,372.0,1,0,English,F,"Medium OxyS - $20,000 - $29,999",1,5734
0,FAY,DIR,0,White,0,CA,3.75,,1,0,Politics,F,"Low OxyS - $1 to $19,999",2,3114
0,FAY,NO,0,Asian,0,CA,3.62,721.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,9580
0,FAN,NO,0,White,0,,3.77,104.0,1,1,Engineering Combined Degree Program,M,No OxyS - $0,3,3176
0,FAY,NO,0,Asian,0,CA,3.7,623.0,0,0,Politics,F,No OxyS - $0,3,1342
1,FAN,DIR,0,White,0,DC,3.65,78.0,1,0,Cognitive Science,M,"Low OxyS - $1 to $19,999",2,5455
1,FAY,NO,0,White,0,MA,3.65,410.0,1,0,Economics,M,No OxyS - $0,3,6853
0,FAY,TRST,0,Asian,0,HI,3.91,419.0,0,1,Biology,F,"Low OxyS - $1 to $19,999",1,351
0,FAY,NO,0,Hispanic/Latino,0,CA,4.0,90.0,1,0,Biology,F,"High OxyS - $30,000 to $45,999",2,1207
1,FAY,DIR,0,White,0,MN,3.98,115.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",2,204
0,FAY,NO,0,"Asian, Native Hawaiian or Other Pacific Islander",0,WA,3.5,140.0,0,0,Undecided,M,"High OxyS - $30,000 to $45,999",3,2207
0,FAY,DIR,0,Asian,0,CA,3.71,467.0,1,1,Politics,F,"Medium OxyS - $20,000 - $29,999",2,6604
0,FAY,PRES,0,White,0,MN,4.0,316.0,1,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",1,2430
0,FAY,TRST,0,White,0,CA,4.0,619.0,0,0,Undecided,M,"Low OxyS - $1 to $19,999",1,5629
0,FAY,PRES,0,White,0,TX,3.94,691.0,0,0,"Media, Arts and Culture",F,"Very High OxyS - $46,000 +",1,1321
0,FAY,,0,White,0,TX,3.64,,0,0,Theater,F,"Low OxyS - $1 to $19,999",3,4253
0,FAN,NO,0,White,0,WA,3.79,112.0,1,1,Economics,M,No OxyS - $0,3,6327
1,FAY,NO,0,Asian,1,CA,3.16,753.0,0,0,Politics,M,"High OxyS - $30,000 to $45,999",4,9447
0,FAY,,0,Black or African American,1,CA,3.5,,0,0,Biochemistry,F,"High OxyS - $30,000 to $45,999",4,6194
1,FAN,TRST,0,White,0,MD,3.9,,1,1,Independent Pattern of Study,M,"Low OxyS - $1 to $19,999",1,8964
0,FAY,TRST,0,White,0,ID,3.97,425.0,0,0,Engineering Combined Degree Program,M,"Very High OxyS - $46,000 +",1,5384
0,FAY,DIR,0,White,1,MN,3.65,500.0,0,0,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",2,6518
0,FAN,DIR,0,White,0,NC,3.99,17.0,0,0,English,M,"Low OxyS - $1 to $19,999",1,247
0,FAN,LDRS,1,"Hispanic/Latino, White",0,CA,4.0,598.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",2,388
0,FAN,,0,White,0,CT,3.76,,1,1,Urban and Environmental Policy,M,No OxyS - $0,2,8035
0,FAY,DIR,0,White,0,OH,3.9,92.0,1,0,Public Health,F,"Low OxyS - $1 to $19,999",3,7041
0,FAY,NO,0,"American Indian or Alaska Native, White",0,CA,3.88,472.0,0,0,Kinesiology,F,"Very High OxyS - $46,000 +",3,7159
1,FAY,NO,0,Asian,1,HI,3.43,280.0,1,0,Biology,F,"Very High OxyS - $46,000 +",3,9390
0,FAY,,0,Black or African American,1,CA,3.35,,1,0,Chinese Studies,M,"Very High OxyS - $46,000 +",5,3687
0,FAY,DEAN,0,Asian,0,LA,3.74,,1,0,Physics,M,"Low OxyS - $1 to $19,999",1,270
0,FAY,PRES,0,White,0,ME,4.0,83.0,0,0,Philosophy,F,"High OxyS - $30,000 to $45,999",1,1619
0,FAY,NO,0,Asian,0,Kanagawa-Ken,3.48,33.0,1,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",3,7768
0,FAY,NO,0,Asian,1,CA,4.0,509.0,0,0,Chemistry,F,"High OxyS - $30,000 to $45,999",2,9234
0,FAY,DIR,0,White,0,CA,3.74,,0,0,Pre-health Professions,M,"Low OxyS - $1 to $19,999",2,593
0,FAY,NO,0,"Hispanic/Latino, White",1,IL,3.8,169.0,0,0,Sociology,F,"Very High OxyS - $46,000 +",3,3579
1,FAY,NO,0,Hispanic/Latino,1,NY,3.67,170.0,1,0,Critical Theory & Social Justice,F,"Very High OxyS - $46,000 +",3,3052
0,FAY,DIR,0,White,0,CA,3.75,,1,0,Urban and Environmental Policy,M,"Low OxyS - $1 to $19,999",2,8634
0,FAY,NO,0,White,0,OR,3.5,320.0,1,0,English,M,"Medium OxyS - $20,000 - $29,999",4,1861
1,FAY,DEAN,0,White,0,CA,4.0,,1,1,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",1,7729
0,FAY,NO,0,"Black or African American, White",0,WA,3.7,77.0,0,0,Diplomacy & World Affairs,M,"Medium OxyS - $20,000 - $29,999",3,650
0,FAY,NO,0,Hispanic/Latino,1,CA,3.77,57.0,0,0,Biochemistry,F,"High OxyS - $30,000 to $45,999",3,2266
1,FAY,NO,0,White,0,DC,3.44,70.0,1,1,History,M,No OxyS - $0,5,3850
0,FAY,PRES,0,"Asian, White",0,OR,3.98,154.0,1,1,Sociology,F,"Low OxyS - $1 to $19,999",1,4631
0,FAN,,0,White,0,CA,3.87,,1,0,Politics,F,No OxyS - $0,3,8186
0,FAY,NO,0,White,0,WA,3.92,486.0,1,0,Independent Pattern of Study,F,No OxyS - $0,2,5449
0,FAN,MBS,0,White,0,CA,3.96,750.0,1,0,Sociology,F,"Medium OxyS - $20,000 - $29,999",1,5702
0,FAY,DIR,0,White,0,MD,3.64,500.0,0,0,Politics,M,"Low OxyS - $1 to $19,999",2,3275
0,FAY,NO,0,Hispanic/Latino,1,CA,3.91,159.0,0,0,Neuroscience,F,"High OxyS - $30,000 to $45,999",3,6066
0,FAY,DIR,0,White,0,MA,3.8,476.0,0,0,Undecided,F,"Low OxyS - $1 to $19,999",2,4005
0,FAN,PRES,0,Asian,0,Jiangsu Province,3.71,311.0,1,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",1,6259
0,FAN,DIR,0,White,0,MA,3.91,135.0,1,0,History,M,"Low OxyS - $1 to $19,999",2,698
0,FAN,,0,"Asian, White",0,HI,3.8,,1,0,Art History,F,No OxyS - $0,2,360
0,FAY,DIR,0,White,1,AZ,4.0,,1,1,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",2,9280
0,FAY,LDRS,0,"Asian, Black or African American, Hispanic/Latino",1,CA,4.0,87.0,0,0,Biology,M,"High OxyS - $30,000 to $45,999",2,3127
0,FAN,TRST,0,White,0,CO,4.0,73.0,0,0,Economics,M,"Low OxyS - $1 to $19,999",1,4895
0,FAY,,0,White,0,CA,3.75,,1,0,Art History,F,No OxyS - $0,3,7454
0,FAY,TRST,0,White,0,GA,4.0,293.0,0,0,Biology,F,"Very High OxyS - $46,000 +",1,1954
0,FAY,DIR,0,"Asian, Hispanic/Latino, White",0,CA,3.88,69.0,1,0,Economics,F,"Medium OxyS - $20,000 - $29,999",2,8033
0,FAY,NO,0,White,0,CA,3.57,241.0,0,0,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",3,1745
0,FAN,NO,0,White,0,CA,3.67,,1,0,English,M,No OxyS - $0,2,151
0,FAY,TRST,0,White,0,CA,3.88,98.0,1,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",1,5182
0,FAY,DIR,0,Asian,0,CA,3.46,449.0,0,0,Public Health,F,"Low OxyS - $1 to $19,999",2,3072
0,FAN,NO,0,White,0,MD,3.67,500.0,1,0,Public Health,F,No OxyS - $0,3,8738
0,FAY,MBS,0,"Asian, White",0,WA,3.96,417.0,0,0,Diplomacy & World Affairs,M,"Very High OxyS - $46,000 +",1,1908
0,FAY,TRST,0,White,0,CA,4.0,,0,0,Economics,M,"Low OxyS - $1 to $19,999",1,8043
0,FAN,DIR,0,White,0,CA,3.88,319.0,0,0,Urban and Environmental Policy,M,"Low OxyS - $1 to $19,999",2,3077
1,FAY,DEAN,0,White,0,WA,3.98,,1,0,Physics: 3-2 Engineering Program,F,"High OxyS - $30,000 to $45,999",1,1898
0,FAN,NO,0,White,0,NY,3.39,189.0,0,0,Psychology,M,No OxyS - $0,3,5046
0,FAY,NO,0,White,0,CA,3.88,74.0,0,1,Creative Writing,F,"Low OxyS - $1 to $19,999",3,9091
0,FAY,TRST,1,White,0,CO,4.0,542.0,1,0,Critical Theory & Social Justice,F,"Low OxyS - $1 to $19,999",1,7420
0,FAN,NO,0,White,0,CA,3.47,74.0,0,0,Engineering Combined Degree Program,M,No OxyS - $0,2,3012
1,FAY,NO,0,Hispanic/Latino,0,CA,3.88,150.0,1,0,Psychology,F,"High OxyS - $30,000 to $45,999",3,111
0,FAY,DIR,0,"Asian, White",0,HI,3.87,432.0,1,0,Biochemistry,M,"Low OxyS - $1 to $19,999",2,3296
1,FAY,NO,0,Hispanic/Latino,0,CA,4.0,194.0,1,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",3,49
0,FAN,DIR,0,White,0,OR,4.0,430.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",2,6862
0,FAN,NO,0,Asian,0,CA,3.54,314.0,0,1,Pre-health Professions,F,No OxyS - $0,3,7935
0,FAN,NO,0,White,0,OR,3.6,142.0,0,0,Neuroscience,F,No OxyS - $0,2,9135
0,FAY,,0,White,0,TX,3.91,,0,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",2,1001
0,FAN,PRES,0,,0,PA,4.0,105.0,1,0,Art History,F,"Low OxyS - $1 to $19,999",1,2721
0,FAY,,0,White,0,CA,4.0,,0,0,English,F,"Low OxyS - $1 to $19,999",3,4332
0,FAY,NO,0,Asian,0,CA,3.64,632.0,1,0,Biology,M,No OxyS - $0,3,9404
0,FAY,DIR,0,White,0,CA,3.42,380.0,0,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",2,6496
1,FAY,NO,0,White,0,CA,3.39,252.0,0,0,History,M,"Low OxyS - $1 to $19,999",3,5998
1,FAY,NO,0,Hispanic/Latino,1,TX,3.42,123.0,1,0,Sociology,F,"Very High OxyS - $46,000 +",3,8602
0,FAY,DIR,0,Asian,0,CA,3.65,153.0,0,0,Politics,M,"Low OxyS - $1 to $19,999",2,6419
1,FAN,NO,0,White,0,PA,3.61,438.0,1,0,"Media, Arts and Culture",F,No OxyS - $0,3,7807
0,FAY,PRES,0,"Asian, White",1,PA,3.97,369.0,1,0,Undecided,F,"Very High OxyS - $46,000 +",1,2839
0,FAN,,0,White,0,MA,3.67,,0,0,Urban and Environmental Policy,M,No OxyS - $0,3,8692
1,FAY,TRST,0,White,0,CA,3.88,,1,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",1,8926
0,FAY,NO,0,White,0,CO,3.76,180.0,1,1,Biology,F,No OxyS - $0,3,6674
0,FAY,NO,0,Hispanic/Latino,1,CA,3.96,122.0,1,0,English,F,"Very High OxyS - $46,000 +",3,1221
1,FAY,LDRS,0,White,1,PA,3.76,131.0,0,0,Environmental Science,F,"Very High OxyS - $46,000 +",2,1124
0,FAY,NO,0,"Asian, White",0,CA,3.87,102.0,1,0,Pre-law Advising,F,"Medium OxyS - $20,000 - $29,999",2,819
0,FAY,DIR,0,"Hispanic/Latino, White",1,CA,3.73,631.0,0,1,Public Health,M,"High OxyS - $30,000 to $45,999",2,9054
0,FAY,DEAN,0,Asian,0,CA,3.96,,0,0,Biochemistry,F,"Low OxyS - $1 to $19,999",1,4867
1,FAY,,0,"Hispanic/Latino, White",0,CA,3.69,,1,0,Biology,F,No OxyS - $0,4,7528
